Age,AnnualIncome,CreditScore,EmploymentStatus,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,BankruptcyHistory,PaymentHistory,TotalAssets,TotalLiabilities,MonthlyIncome,NetWorth,MonthlyLoanPayment,RiskScorePercentage
23,47437,621,Unemployed,20605,60,Married,3,Mortgage,0,26,24358,54032,3953.083333,4647,601.9480717,66.66666666666666
59,27227,618,Employed,36198,60,Widowed,0,Mortgage,0,28,302550,6807,2268.916667,295743,1039.709307,36.666666666666664
50,15000,632,Employed,20096,60,Single,0,Other,0,23,35042,27124,1250.0,7918,539.8853437,70.0
57,64024,580,Employed,22633,48,Married,1,Mortgage,0,29,38399,7715,5335.333333,30684,741.4366963,50.0
44,69954,583,Employed,18315,72,Married,2,Rent,1,25,37782,52343,5829.5,9879,500.0600547,73.33333333333333
18,50253,529,Unemployed,27671,12,Married,3,Own,0,24,11315,22147,4187.75,8125,2597.515456,60.0
58,39502,630,Employed,39179,24,Married,0,Mortgage,0,28,74253,2717,3291.833333,71536,1953.303107,56.666666666666664
29,44648,575,Employed,20843,72,Married,2,Rent,0,21,621452,49281,3720.666667,572171,566.3457529,33.33333333333333
30,47818,617,Employed,23250,48,Married,2,Mortgage,0,31,160927,57264,3984.833333,103663,706.4678722,53.333333333333336
41,73698,508,Employed,9243,48,Divorced,1,Mortgage,0,33,48643,36911,6141.5,11732,305.5671738,46.666666666666664
56,62276,593,Unemployed,31771,48,Married,2,Mortgage,0,23,17230,127315,5189.666667,4490,1002.097716,63.33333333333333
52,50870,536,Employed,11324,36,Married,5,Rent,0,23,47504,33821,4239.166667,13683,419.9324206,63.33333333333333
50,139082,553,Self-Employed,25127,60,Married,1,Rent,0,30,24781,5895,11590.16667,18886,699.0065697,56.666666666666664
36,29308,608,Employed,31853,36,Married,0,Mortgage,0,33,25587,18604,2442.333333,6983,1237.581586,53.333333333333336
36,38618,470,Employed,18589,24,Married,0,Rent,0,30,78453,41602,3218.166667,36851,1019.165206,66.66666666666666
44,23117,522,Self-Employed,13109,36,Married,5,Own,0,32,10056,56322,1926.416667,6683,492.4453951,53.333333333333336
38,33753,608,Employed,16528,120,Single,0,Other,0,25,28379,14887,2812.75,13492,417.0369213,66.66666666666666
50,44086,559,Employed,35493,72,Married,3,Rent,0,16,116836,340437,3673.833333,6270,1051.61103,70.0
49,29080,507,Employed,40556,36,Married,5,Mortgage,0,16,8322,74652,2423.333333,5724,1679.190932,53.333333333333336
47,18252,633,Unemployed,26806,72,Married,0,Rent,0,26,26132,49859,1521.0,8678,638.8632047,80.0
18,16857,592,Employed,27572,48,Divorced,3,Own,0,24,84875,16441,1404.75,68434,877.7473036,53.333333333333336
41,71938,592,Employed,21519,36,Married,1,Own,0,28,73468,8745,5994.833333,64723,831.5659012,46.666666666666664
38,30212,627,Employed,11564,48,Married,0,Mortgage,0,24,501296,26875,2517.666667,474421,361.0258643,33.33333333333333
42,45089,577,Employed,28692,60,Divorced,0,Mortgage,0,32,24822,9224,3757.416667,15598,825.785973,53.333333333333336
30,48732,515,Employed,16079,72,Married,2,Mortgage,0,22,22683,69056,4061.0,8888,455.9023596,53.333333333333336
24,68658,533,Employed,51674,24,Married,1,Other,0,18,137984,21400,5721.5,116584,2775.406626,66.66666666666666
45,46104,459,Employed,20670,24,Married,0,Rent,0,25,29772,21948,3842.0,7824,1106.642109,66.66666666666666
35,42021,585,Self-Employed,22170,108,Widowed,3,Rent,0,25,17216,44919,3501.75,10717,475.3475773,66.66666666666666
46,23904,603,Employed,20058,60,Married,0,Own,0,27,262983,30186,1992.0,232797,574.3994944,53.333333333333336
31,31069,512,Employed,12571,24,Single,2,Other,0,28,83223,40107,2589.083333,43116,658.6618454,66.66666666666666
56,24691,588,Employed,53465,84,Single,4,Other,0,25,14383,80740,2057.583333,4773,1671.021848,80.0
52,48359,540,Employed,21434,60,Single,0,Own,0,29,33375,11998,4029.916667,21377,637.7303948,56.666666666666664
43,61802,652,Employed,34787,24,Married,0,Rent,1,20,72279,14463,5150.166667,57816,1798.757967,73.33333333333333
37,51339,582,Employed,26331,84,Single,2,Own,0,21,4144,25325,4278.25,2813,671.3390439,46.666666666666664
50,52133,580,Employed,31774,48,Single,0,Own,0,23,171945,30488,4344.416667,141457,1024.239955,50.0
44,66551,527,Employed,14640,48,Married,3,Mortgage,0,19,141516,16162,5545.916667,125354,467.3681927,46.666666666666664
42,43785,556,Employed,18041,48,Widowed,0,Mortgage,0,27,32204,18362,3648.75,13842,582.0121481,53.333333333333336
52,45350,640,Employed,7080,60,Single,1,Mortgage,0,17,219192,6036,3779.166667,213156,183.6267715,56.666666666666664
57,37432,609,Employed,20691,12,Single,0,Other,0,29,106817,32274,3119.333333,74543,1903.182859,70.0
24,52686,582,Employed,34755,36,Divorced,1,Mortgage,0,26,24823,6112,4390.5,18711,1308.373313,46.666666666666664
27,36185,405,Employed,24735,48,Single,3,Mortgage,1,21,49845,28220,3015.416667,21625,871.9840392,66.66666666666666
30,32053,535,Employed,13810,120,Divorced,1,Mortgage,1,17,47484,47961,2671.083333,9411,368.558287,66.66666666666666
21,26525,586,Employed,17022,24,Married,0,Rent,0,21,121423,10882,2210.416667,110541,896.9076213,66.66666666666666
39,220635,605,Employed,49065,12,Married,2,Mortgage,0,22,20878,8086,18386.25,12792,4593.199731,40.0
47,15000,620,Employed,21217,36,Single,1,Rent,0,23,6057,41572,1250.0,6476,768.9376869,66.66666666666666
39,34579,549,Employed,28952,24,Married,4,Rent,0,19,176224,25700,2881.583333,150524,1489.210716,66.66666666666666
33,29616,500,Employed,31506,72,Married,1,Own,0,25,23128,14694,2468.0,8434,1063.790959,53.333333333333336
53,98038,659,Employed,11789,60,Divorced,0,Own,0,24,33529,110968,8169.833333,9532,303.076122,50.0
41,46505,590,Employed,23905,72,Married,3,Rent,0,23,56038,39262,3875.416667,16776,648.3782373,66.66666666666666
44,49379,488,Employed,16228,72,Married,3,Rent,0,29,138650,22586,4114.916667,116064,497.0419739,66.66666666666666
53,38144,621,Employed,33829,48,Married,1,Mortgage,0,21,163440,5570,3178.666667,157870,1067.81865,56.666666666666664
38,117871,464,Employed,11916,60,Married,3,Rent,0,28,62891,26887,9822.583333,36004,363.6783829,53.333333333333336
64,68866,506,Employed,30401,36,Married,2,Rent,0,31,55025,5804,5738.833333,49221,1244.298083,63.33333333333333
34,30769,487,Employed,16952,60,Divorced,3,Rent,0,24,52471,22691,2564.083333,29780,548.5228067,66.66666666666666
63,88682,645,Employed,22098,60,Single,1,Rent,0,19,47158,17047,7390.166667,30111,588.4284423,63.33333333333333
28,39088,540,Employed,17974,120,Married,1,Rent,0,24,23244,17402,3257.333333,5842,504.6898347,66.66666666666666
46,150132,619,Employed,13604,24,Married,2,Mortgage,0,21,349006,103196,12511.0,245810,685.608754,40.0
32,99778,603,Employed,26781,36,Married,3,Rent,1,24,16032,14203,8314.833333,1829,1012.452416,73.33333333333333
53,70888,642,Employed,24476,36,Single,1,Rent,0,28,20324,8885,5907.333333,11439,885.9536745,63.33333333333333
34,46384,574,Employed,31408,36,Divorced,0,Rent,0,24,16402,35981,3865.333333,4340,1184.860968,66.66666666666666
43,31537,560,Employed,27214,24,Married,3,Mortgage,0,26,105403,3774,2628.083333,101629,1392.317379,53.333333333333336
32,147931,551,Employed,46274,60,Single,2,Rent,0,24,193775,15413,6193.333333,178362,1360.848341,53.333333333333336
51,142239,546,Employed,16424,36,Married,3,Rent,0,23,107003,103446,11853.25,3557,638.5605322,56.666666666666664
32,39974,487,Employed,48750,36,Single,2,Rent,0,21,79989,4524,3331.166667,75465,1997.297524,66.66666666666666
60,58084,550,Employed,34349,12,Single,3,Mortgage,0,28,48751,5338,4840.333333,43413,3205.926793,50.0
28,60941,507,Unemployed,20309,12,Single,4,Rent,1,20,54202,80837,5078.416667,3457,1907.059044,86.66666666666667
23,85639,498,Unemployed,30587,60,Divorced,4,Rent,0,30,38670,5184,7136.583333,33486,860.978861,73.33333333333333
51,33150,640,Employed,48393,48,Divorced,1,Rent,0,15,33536,5686,2762.5,27850,1538.125054,70.0
32,62056,588,Employed,10699,60,Married,1,Mortgage,0,19,22523,86948,5171.333333,5261,282.1066872,46.666666666666664
39,186309,580,Employed,19677,60,Married,0,Mortgage,0,28,65429,15286,15525.75,50143,533.7341753,40.0
36,46357,569,Self-Employed,70811,60,Married,2,Rent,0,28,31857,3450,3863.083333,28407,2360.945952,66.66666666666666
24,65194,614,Unemployed,30250,72,Married,1,Mortgage,0,25,29260,40135,5432.833333,6872,731.3352601,60.0
39,61629,583,Employed,29859,60,Married,5,Own,0,24,323954,119899,5135.75,204055,852.6809013,46.666666666666664
55,64077,645,Employed,58457,12,Married,0,Own,0,25,39828,4462,5339.75,35366,5443.360436,60.0
52,30148,652,Self-Employed,12866,24,Single,3,Rent,0,13,46895,5346,2512.333333,41549,628.9205933,70.0
42,167835,596,Employed,30539,60,Single,0,Rent,0,17,6796,2450,13986.25,4346,887.0639596,53.333333333333336
53,46606,606,Employed,30453,36,Married,1,Mortgage,0,27,36710,138033,3883.833333,8881,1143.736822,56.666666666666664
27,64824,568,Employed,33243,36,Divorced,1,Own,1,25,142614,75835,5402.0,66779,1264.305581,60.0
36,42945,589,Employed,6922,24,Married,2,Other,0,25,11323,3869,3578.75,7454,339.651669,66.66666666666666
44,77104,582,Employed,10023,96,Single,1,Other,0,31,121239,32208,6425.333333,89031,236.8292911,60.0
38,31682,511,Employed,28597,60,Single,1,Own,0,15,33338,54485,2640.166667,9313,955.1147387,53.333333333333336
37,23433,587,Employed,8707,60,Single,0,Mortgage,0,25,117638,23282,1952.75,94356,222.8123065,53.333333333333336
25,44643,617,Employed,21188,48,Married,1,Own,0,29,179354,104073,3720.25,75281,674.1837258,53.333333333333336
18,70078,637,Employed,24044,48,Single,2,Own,0,19,30553,15135,5839.833333,15418,759.8777969,46.666666666666664
49,42192,613,Unemployed,19403,36,Widowed,3,Rent,0,25,426322,13316,3516.0,413006,738.2045748,60.0
42,27660,590,Employed,41352,36,Single,1,Rent,0,29,121271,14657,2305.0,106614,1635.250426,66.66666666666666
50,66481,653,Employed,8437,24,Married,0,Mortgage,0,22,150034,19656,5540.083333,130378,401.1804899,50.0
34,24512,602,Employed,12288,60,Divorced,1,Mortgage,0,30,19433,9467,2042.666667,9966,328.1682365,53.333333333333336
31,85204,556,Employed,21742,72,Married,1,Own,0,24,34516,8348,7100.333333,26168,567.6356384,46.666666666666664
40,42266,587,Employed,30027,60,Married,1,Mortgage,0,29,39956,28544,3522.166667,11412,853.5022738,53.333333333333336
50,66213,576,Employed,57632,84,Divorced,0,Mortgage,0,23,30734,31866,5517.75,1099,1731.983764,60.0
37,21409,617,Employed,51779,12,Married,3,Rent,0,17,211459,76102,1784.083333,135357,4793.684529,66.66666666666666
49,111470,577,Employed,9565,72,Married,2,Rent,0,28,15629,14421,9289.166667,1208,252.5193097,53.333333333333336
27,42803,523,Self-Employed,17338,48,Married,0,Rent,0,20,39984,25490,3566.916667,14494,576.7917749,66.66666666666666
38,54634,579,Employed,21285,24,Married,0,Rent,0,22,38248,8712,4552.833333,29536,1089.845101,60.0
39,22216,459,Employed,42613,24,Single,0,Mortgage,0,24,19374,30077,1851.333333,9992,2389.519764,53.333333333333336
54,31401,643,Unemployed,15328,72,Married,3,Rent,0,20,92050,31898,2616.75,60152,394.9655306,83.33333333333334
42,51291,533,Employed,74939,72,Married,2,Rent,0,23,271256,4842,4274.25,266414,2307.82415,40.0
60,26108,609,Employed,29780,36,Single,3,Own,0,17,101573,2928,2175.666667,98645,1111.5757,56.666666666666664
23,21761,508,Employed,23894,60,Married,3,Rent,0,23,55988,8504,1813.416667,47484,765.4427157,66.66666666666666
41,80893,543,Employed,18121,60,Single,1,Rent,0,25,59655,12600,6741.083333,47055,509.6558859,60.0
42,23854,542,Self-Employed,40230,48,Single,3,Rent,0,22,14575,10086,1987.833333,4489,1359.390202,66.66666666666666
47,59572,484,Self-Employed,20880,60,Married,1,Mortgage,0,26,12353,13230,4964.333333,6690,631.0146582,46.666666666666664
30,57966,592,Employed,23444,60,Single,1,Mortgage,0,25,109051,10109,2440.833333,98942,647.1474377,46.666666666666664
60,91930,635,Employed,26049,24,Married,3,Mortgage,0,16,11994,13572,7660.833333,9025,1307.052003,50.0
40,25148,528,Employed,40104,36,Single,5,Rent,0,35,160731,38954,2095.666667,121777,1651.197214,66.66666666666666
26,61266,586,Employed,20779,84,Married,0,Mortgage,0,20,10030,48030,5105.5,5565,525.3011715,46.666666666666664
39,186019,606,Employed,7854,48,Married,2,Rent,0,23,61716,62230,15501.58333,3668,233.3671241,53.333333333333336
36,39404,537,Employed,26343,48,Single,3,Mortgage,0,21,180785,38443,3283.666667,142342,857.1315871,53.333333333333336
73,35598,646,Employed,10315,24,Married,2,Mortgage,0,34,131386,62084,2966.5,69302,506.7270668,56.666666666666664
52,120266,618,Unemployed,6414,96,Married,1,Own,1,26,22602,43650,10022.16667,9522,142.2339574,70.0
40,48865,597,Employed,38014,36,Married,0,Mortgage,0,18,98278,6236,4072.083333,92042,1495.569019,53.333333333333336
38,19693,560,Employed,12824,48,Married,1,Mortgage,0,27,33363,66391,1641.083333,6604,408.3890494,53.333333333333336
51,66471,621,Employed,23596,36,Divorced,0,Mortgage,0,22,362764,48095,5539.25,314669,872.4697896,30.0
51,56984,557,Employed,40895,48,Widowed,0,Rent,0,32,18559,10410,4748.666667,8149,1352.545922,63.33333333333333
18,23265,483,Employed,24587,48,Married,0,Mortgage,0,25,90642,36806,1938.75,53836,872.3022163,53.333333333333336
47,28669,528,Employed,12109,72,Single,2,Mortgage,1,8,7805,21633,2389.083333,9624,371.740283,66.66666666666666
40,81953,539,Employed,13514,72,Married,0,Rent,0,23,354915,26063,6829.416667,328852,365.4405803,40.0
24,17622,558,Employed,46347,72,Single,2,Mortgage,0,23,10108,29472,1468.5,3542,1406.506533,53.333333333333336
50,23658,522,Employed,26456,36,Divorced,1,Mortgage,0,35,229335,6183,1971.5,223152,1088.690825,56.666666666666664
66,34522,595,Employed,16612,72,Married,3,Mortgage,0,17,9387,43338,2876.833333,1594,470.1828807,56.666666666666664
46,100647,650,Employed,15241,48,Married,5,Rent,0,24,31244,18731,8387.25,12513,447.5352062,53.333333333333336
53,39927,621,Employed,15845,24,Married,4,Own,0,26,29381,4943,3327.25,24438,797.1097204,56.666666666666664
61,42616,510,Employed,50106,48,Single,0,Own,0,26,50026,36721,3551.333333,13305,1721.744093,66.66666666666666
30,37079,457,Employed,22551,48,Married,0,Own,0,21,72942,11540,3089.916667,61402,803.9565774,53.333333333333336
18,47239,569,Employed,20212,48,Married,0,Other,0,35,20914,15643,3936.583333,5271,647.7341239,66.66666666666666
47,146618,576,Employed,40484,48,Divorced,1,Rent,0,27,209673,18495,12218.16667,191178,1294.042611,53.333333333333336
37,46550,510,Employed,23944,60,Single,0,Mortgage,0,30,124684,81294,3879.166667,43390,756.5594158,53.333333333333336
23,128716,609,Employed,30889,24,Divorced,0,Mortgage,0,24,18776,16753,10726.33333,2023,1559.060948,40.0
39,82398,619,Employed,21238,60,Single,0,Mortgage,0,24,123348,64855,6866.5,58493,601.7799301,46.666666666666664
48,38936,543,Self-Employed,20593,36,Married,0,Other,0,26,21551,32362,3244.666667,9589,841.9890997,66.66666666666666
38,84180,576,Self-Employed,20270,84,Single,1,Rent,0,17,8796,9312,7015.0,7898,528.7060771,60.0
30,51024,482,Employed,11852,36,Married,3,Other,0,23,89203,60676,4252.0,28527,474.2706842,60.0
37,108080,576,Self-Employed,54773,60,Divorced,3,Other,0,36,24421,37527,9006.666667,3696,1746.136349,53.333333333333336
39,72792,599,Unemployed,13052,24,Married,0,Rent,0,23,35815,32460,6066.0,3355,658.6251627,73.33333333333333
18,47666,561,Employed,11424,48,Single,2,Mortgage,0,24,20280,20640,3972.166667,7031,354.5330472,53.333333333333336
38,37008,552,Employed,23055,36,Married,0,Own,0,20,39484,16613,3084.0,22871,876.0033657,53.333333333333336
23,50209,595,Employed,11866,60,Married,1,Own,0,15,10770,15664,4184.083333,3750,310.335518,46.666666666666664
47,23912,593,Employed,31562,48,Divorced,0,Mortgage,0,30,87989,8445,1992.666667,79544,1015.447202,53.333333333333336
21,41617,527,Employed,8549,96,Married,0,Own,1,33,38129,31626,3468.083333,6503,221.5035013,66.66666666666666
52,25253,591,Employed,41607,48,Single,1,Own,0,19,37635,17655,2104.416667,19980,1272.928537,56.666666666666664
35,68601,496,Employed,23044,84,Married,4,Rent,0,19,15518,27563,5716.75,6124,749.2693218,60.0
33,69151,611,Employed,25769,12,Married,2,Rent,0,25,36975,44105,5762.583333,3830,2381.327018,60.0
43,52133,607,Employed,22367,48,Widowed,0,Own,0,18,32125,6912,4344.416667,25213,687.9149979,46.666666666666664
29,48446,590,Employed,28602,12,Married,0,Mortgage,1,29,33098,87553,4037.166667,5054,2673.339492,66.66666666666666
43,42374,583,Employed,21546,48,Married,2,Mortgage,0,24,21490,156572,3531.166667,3769,722.3577098,53.333333333333336
31,75392,568,Employed,41030,12,Single,0,Rent,0,20,77101,7644,6282.666667,69457,3865.889636,60.0
33,98981,585,Employed,20938,48,Married,3,Mortgage,0,17,13014,18038,8248.416667,4001,648.1097439,46.666666666666664
44,29158,650,Unemployed,23783,48,Married,5,Rent,0,32,6332,16156,2429.833333,8112,718.5645364,80.0
26,55499,596,Employed,14891,60,Single,3,Own,1,24,40008,47187,4624.916667,7137,409.0122719,60.0
24,61839,605,Employed,35754,84,Single,0,Rent,0,20,190024,13176,5153.25,176848,965.2928093,60.0
42,50582,609,Unemployed,22455,36,Single,2,Other,0,22,48722,16938,4215.166667,31784,827.4956885,73.33333333333333
39,20205,612,Employed,12681,84,Single,2,Rent,0,29,65366,31879,1683.75,33487,270.5145621,66.66666666666666
42,15000,558,Employed,11694,36,Single,1,Own,0,17,31808,98201,1250.0,3925,439.1251172,53.333333333333336
43,65415,565,Employed,11565,72,Married,5,Mortgage,0,22,174785,15990,5451.25,158795,320.777243,46.666666666666664
40,15987,531,Employed,25840,60,Widowed,2,Rent,0,28,22221,33270,1332.25,6916,771.4010757,66.66666666666666
47,28569,568,Employed,16303,12,Married,1,Mortgage,0,26,37939,14666,2380.75,23273,1503.436523,53.333333333333336
41,78981,555,Unemployed,33373,72,Single,1,Own,0,24,39692,11798,6581.75,27894,971.9366871,60.0
18,47844,575,Self-Employed,42385,36,Married,4,Rent,0,26,106991,39136,3987.0,67855,1684.085123,66.66666666666666
19,21433,414,Employed,30889,36,Married,0,Own,0,16,666062,47856,1786.083333,618206,1293.777344,20.0
63,110260,542,Employed,42180,36,Single,3,Mortgage,0,20,70155,39870,9188.333333,30285,1716.965324,43.333333333333336
40,55437,564,Employed,22426,36,Married,0,Rent,0,26,566796,14163,4619.75,552633,842.9278251,26.666666666666668
51,48906,574,Employed,32605,108,Widowed,1,Mortgage,0,28,17141,56479,4075.5,7850,852.3522386,56.666666666666664
35,94681,563,Employed,11402,48,Married,2,Own,0,19,50239,315273,7890.083333,4068,356.3334882,46.666666666666664
39,57649,584,Employed,15291,48,Married,3,Other,0,25,38184,15472,4804.083333,22712,494.4242653,60.0
34,27750,570,Employed,45999,12,Widowed,1,Rent,0,33,54775,6052,2312.5,48723,4234.444884,66.66666666666666
69,20267,582,Employed,28870,48,Married,0,Other,0,32,39742,21207,1688.916667,18535,905.3117386,70.0
43,69165,597,Employed,14396,36,Single,2,Own,0,23,22480,8657,5763.75,13823,536.210739,46.666666666666664
33,28005,479,Employed,48067,48,Divorced,0,Own,0,24,358264,15144,2333.75,343120,1747.575439,33.33333333333333
20,37402,540,Employed,38376,60,Married,2,Other,0,34,29411,184759,3116.833333,1926,1127.450382,66.66666666666666
63,51308,661,Employed,18506,48,Married,1,Rent,0,31,12514,15334,4275.666667,8608,526.372066,63.33333333333333
38,15000,607,Employed,20332,60,Single,1,Own,0,29,30736,36090,1250.0,1914,562.6048894,53.333333333333336
48,48458,619,Employed,11577,84,Married,0,Mortgage,0,24,99813,26238,4038.166667,73575,277.5855309,53.333333333333336
50,34806,570,Employed,21560,36,Married,2,Own,0,23,792002,14025,2900.5,777977,858.739959,23.333333333333332
34,33646,520,Self-Employed,20111,36,Divorced,1,Mortgage,0,23,12095,12248,2803.833333,3647,743.3950169,53.333333333333336
48,26454,552,Employed,19335,36,Single,4,Mortgage,0,19,88545,34983,2204.5,53562,763.0105391,53.333333333333336
32,51847,500,Employed,8095,24,Married,2,Own,0,24,41687,38620,4320.583333,3067,414.5512533,46.666666666666664
28,43234,508,Employed,10692,72,Single,2,Own,0,24,173594,75789,3602.833333,97805,293.1351212,53.333333333333336
53,80226,564,Employed,20009,36,Divorced,1,Rent,1,21,42464,10552,6685.5,31912,776.1621102,76.66666666666667
38,15000,613,Employed,24271,24,Single,1,Mortgage,0,15,27519,23723,1250.0,3796,1255.579267,53.333333333333336
46,110998,619,Employed,25514,48,Single,1,Own,0,20,40286,4862,9249.833333,35424,765.513562,40.0
44,33877,605,Employed,20885,12,Married,4,Rent,0,20,194944,29425,1497.833333,165519,1887.868917,66.66666666666666
47,45132,537,Employed,42214,60,Single,0,Own,0,20,26108,27944,3761.0,8879,1210.295101,53.333333333333336
21,27860,546,Employed,28962,36,Divorced,0,Mortgage,0,20,233562,35177,2321.666667,198385,1112.728125,53.333333333333336
32,41645,547,Unemployed,24587,60,Married,0,Other,0,27,19787,59597,3470.416667,7910,735.5684223,80.0
36,15000,509,Employed,30675,24,Married,2,Mortgage,0,26,90939,56382,1250.0,34557,1646.176853,53.333333333333336
30,125741,624,Employed,11795,24,Married,1,Own,0,25,53894,48579,10478.41667,5315,579.9458182,40.0
45,44519,588,Unemployed,43713,24,Single,0,Mortgage,0,29,33175,12643,3709.916667,20532,2206.921207,66.66666666666666
54,76845,595,Employed,11111,48,Widowed,1,Mortgage,0,26,39398,8490,6403.75,30908,351.2603176,50.0
56,29497,575,Employed,16639,36,Married,0,Own,1,30,20909,14686,2458.083333,6223,602.1997817,70.0
35,151179,544,Employed,21003,48,Single,4,Mortgage,0,19,53901,13196,12598.25,40705,710.3196604,40.0
43,23380,585,Self-Employed,32310,72,Married,0,Rent,0,25,29989,184308,1948.333333,9314,883.9292615,66.66666666666666
45,15000,479,Unemployed,7037,48,Single,3,Mortgage,0,17,183371,105234,1250.0,78137,243.2936404,66.66666666666666
47,119879,624,Employed,31973,48,Married,1,Mortgage,0,26,33300,22417,9989.916667,10883,1011.433217,40.0
29,22756,568,Employed,21973,36,Married,0,Rent,0,19,226221,11918,1896.333333,214303,870.6944972,66.66666666666666
61,63725,609,Employed,11271,72,Married,1,Rent,0,22,116919,43577,5310.416667,73342,277.2579816,63.33333333333333
51,149783,575,Employed,26330,72,Married,0,Rent,0,34,54766,40214,12481.91667,14552,770.4062168,56.666666666666664
51,40253,591,Employed,13024,72,Divorced,1,Mortgage,0,22,227353,6721,3354.416667,220632,331.6284427,56.666666666666664
54,64822,590,Self-Employed,11443,24,Married,0,Own,0,27,180389,105456,5401.833333,74933,566.6428607,50.0
46,86266,602,Employed,34854,60,Divorced,4,Mortgage,0,29,93175,10181,7188.833333,82994,1048.58691,46.666666666666664
27,47058,555,Unemployed,34745,96,Married,2,Rent,0,19,50545,48046,3921.5,2499,953.1637269,80.0
38,101116,567,Employed,26396,108,Married,3,Mortgage,1,15,65409,24990,8426.333333,40419,797.1048913,53.333333333333336
20,52942,520,Employed,15303,36,Married,1,Rent,0,22,387929,23086,4411.833333,364843,582.8107382,40.0
44,25590,564,Employed,34853,48,Single,3,Rent,0,29,41736,181930,2132.5,3280,1248.642847,66.66666666666666
37,71005,571,Employed,10993,12,Married,5,Mortgage,0,25,10880,29705,5917.083333,3548,1020.568541,46.666666666666664
39,47160,579,Employed,5620,36,Married,2,Own,0,23,107426,10503,3930.0,96923,204.6644973,53.333333333333336
54,56461,620,Employed,12654,36,Married,0,Mortgage,0,20,290974,10301,4705.083333,280673,467.8262433,30.0
34,55651,610,Employed,13418,24,Married,0,Own,0,26,105489,7653,4637.583333,97836,684.8766221,46.666666666666664
36,77059,588,Employed,81554,60,Married,5,Own,0,32,12459,21280,6421.583333,1186,2756.396109,46.666666666666664
40,25431,523,Employed,36336,120,Single,0,Mortgage,0,19,84628,16458,2119.25,68170,1180.855942,53.333333333333336
18,91579,459,Employed,17311,72,Married,3,Rent,0,29,87374,24183,7631.583333,63191,552.9243135,60.0
36,96764,616,Employed,14116,24,Married,1,Mortgage,0,17,50200,31894,8063.666667,18306,681.2577919,46.666666666666664
18,33795,567,Employed,29066,36,Single,0,Mortgage,0,20,122552,16112,2816.25,106440,1133.896356,53.333333333333336
32,120257,546,Employed,15816,36,Married,0,Mortgage,0,25,258186,13517,10021.41667,244669,626.6342285,40.0
50,43266,582,Employed,25908,36,Widowed,1,Own,0,14,85814,37627,3605.5,48187,1013.507819,56.666666666666664
45,56046,533,Employed,45421,36,Married,2,Mortgage,0,19,129631,8152,4670.5,121479,1793.13441,46.666666666666664
32,39838,623,Self-Employed,45176,108,Divorced,1,Rent,0,25,6801,25733,3319.833333,3471,1157.45105,66.66666666666666
40,68676,563,Employed,12341,60,Married,1,Other,0,24,27647,368662,5723.0,9636,371.1442782,60.0
27,37638,503,Employed,13767,36,Married,2,Own,0,26,70739,43662,3136.5,27077,522.0928658,53.333333333333336
39,55403,482,Employed,31227,72,Married,0,Other,0,22,89423,61496,4616.916667,27927,1028.19985,60.0
75,15000,678,Employed,25414,60,Divorced,3,Mortgage,0,27,104214,16266,1250.0,87948,659.2964884,56.666666666666664
62,42674,646,Employed,12680,72,Divorced,2,Mortgage,0,23,88006,24944,3556.166667,63062,315.7538503,56.666666666666664
40,42552,608,Employed,16088,36,Single,0,Rent,0,24,24951,13149,3546.0,11802,625.7949356,66.66666666666666
41,17419,476,Employed,43009,60,Married,1,Mortgage,0,17,65543,14173,1451.583333,51370,1465.759931,53.333333333333336
28,73788,557,Employed,19213,84,Married,4,Mortgage,1,19,72013,12828,6149.0,59185,545.0767937,60.0
30,34113,566,Employed,32253,36,Divorced,1,Rent,0,27,65324,13487,2842.75,51837,1261.015533,66.66666666666666
44,15888,545,Employed,18908,72,Single,1,Rent,0,26,219293,19264,1324.0,200029,520.5479217,66.66666666666666
33,81376,538,Employed,20054,96,Single,3,Own,0,18,43044,28265,6781.333333,14779,512.8510272,46.666666666666664
50,121299,601,Self-Employed,13638,36,Widowed,1,Other,0,29,56400,14999,10108.25,41401,502.9677744,56.666666666666664
58,74652,626,Employed,38921,48,Divorced,4,Mortgage,0,24,91525,33875,6221.0,57650,1245.952034,50.0
43,18636,587,Employed,18404,36,Single,0,Rent,1,30,39612,86667,1553.0,6164,707.4265134,80.0
41,16594,629,Unemployed,42465,108,Married,5,Rent,0,21,7246,36667,1382.833333,4160,1112.681913,80.0
19,15293,545,Employed,16185,84,Married,4,Mortgage,0,17,32896,1945,1274.416667,30951,433.5796895,53.333333333333336
48,30499,575,Employed,8122,48,Married,1,Mortgage,0,23,276965,11927,2541.583333,265038,251.2497878,33.33333333333333
26,105411,545,Employed,10472,48,Married,0,Mortgage,0,28,87359,55856,8784.25,31503,337.3035586,40.0
34,49068,607,Employed,23160,108,Single,3,Mortgage,0,26,153776,68291,4089.0,85485,544.086259,53.333333333333336
51,28494,626,Employed,50238,60,Single,0,Mortgage,1,20,41148,8237,2374.5,32911,1584.211214,80.0
52,30278,545,Employed,19483,48,Divorced,0,Other,0,29,10775,15428,2523.166667,5235,643.3711529,70.0
34,81027,612,Employed,26872,36,Married,1,Rent,0,31,224254,10269,6752.25,213985,1011.495755,60.0
35,55685,575,Employed,7646,36,Divorced,0,Other,0,19,42756,20329,4640.416667,22427,284.9661721,60.0
